World Cup 2015;MO;04/29/15;18:10;Field 8;Pool A;Gold;4;xx;Australia;23;Malaysia;0
World Cup 2015;MO;04/29/15;18:10;Field 10;Pool D;Gold;4;xx;Cook Islands;12;Singapore;4
World Cup 2015;MO;04/29/15;19:00;Field 5;Pool B;Gold;4;xx;New Zealand;9;Papua New Guinea;2
World Cup 2015;MO;04/29/15;19:00;Field 8;Pool B;Gold;4;xx;England;2;United States;2
World Cup 2015;MO;04/30/15;09:00;Field 2;Division;Gold;8;xx;Fiji;5;Japan;8
World Cup 2015;MO;04/30/15;09:00;Field 5;Division;Gold;8;xx;Australia;22;France;0
World Cup 2015;MO;04/30/15;09:00;Field 13;Division;Silver;8;xx;Cook Islands;13;Malaysia;1
World Cup 2015;MO;04/30/15;09:00;Field 14;Division;Silver;8;xx;England;7;Ireland;1
World Cup 2015;MO;04/30/15;09:50;Field 5;Division;Gold;8;xx;South Africa;11;Samoa;7
World Cup 2015;MO;04/30/15;09:50;Field 13;Division;Gold;8;xx;New Zealand;10;Papua New Guinea;3
World Cup 2015;MO;04/30/15;09:50;Field 17;Division;Silver;8;xx;Wales;5;United States;9
World Cup 2015;MO;04/30/15;10:40;Field 16;Division;Silver;8;xx;Scotland;3;Singapore;6
World Cup 2015;MO;04/30/15;11:30;Field 3;Division;Silver;8;xx;Cook Islands;8;Ireland;1
World Cup 2015;MO;04/30/15;12:20;Field 13;Division;Gold;8;xx;New Zealand;9;Japan;1
World Cup 2015;MO;04/30/15;12:20;Field 14;Division;Gold;8;xx;Papua New Guinea;6;France;0
World Cup 2015;MO;04/30/15;12:20;Field 15;Division;Silver;8;xx;England;8;Wales;3
World Cup 2015;MO;04/30/15;12:20;Field 17;Division;Gold;8;xx;South Africa;7;Fiji;3
World Cup 2015;MO;04/30/15;13:10;Field 14;Division;Gold;8;xx;Australia;15;Samoa;0
World Cup 2015;MO;04/30/15;13:10;Field 16;Division;Silver;8;xx;Scotland;6;United States;9
World Cup 2015;MO;04/30/15;13:10;Field 17;Division;Silver;8;xx;Singapore;11;Malaysia;5
World Cup 2015;MO;04/30/15;15:40;Field 2;Division;Gold;8;xx;New Zealand;14;South Africa;2
World Cup 2015;MO;04/30/15;15:40;Field 4;Division;Silver;8;xx;Ireland;6;Malaysia;4
World Cup 2015;MO;04/30/15;15:40;Field 15;Division;Silver;8;xx;Cook Islands;12;Wales;8
World Cup 2015;MO;04/30/15;15:40;Field 17;Division;Gold;8;xx;Australia;6;Fiji;2
World Cup 2015;MO;05/01/15;09:00;Field 5;Division;Gold;8;xx;Japan;2;Papua New Guinea;3
World Cup 2015;MO;05/01/15;09:00;Field 9;Division;Silver;8;xx;United States;5;Singapore;2
World Cup 2015;MO;05/01/15;09:00;Field 12;Division;Gold;8;xx;Samoa;1;France;1
World Cup 2015;MO;05/01/15;09:00;Field 15;Division;Silver;8;xx;Scotland;0;England;5
World Cup 2015;MO;05/02/15;10:00;Field 1;Division;Gold;8;xx;Australia;6;New Zealand;2
World Cup 2015;MO;05/02/15;10:00;Field 4;Division;Gold;8;xx;South Africa;4;Papua New Guinea;3
World Cup 2015;MO;05/02/15;10:00;Field 5;Division;Gold;8;xx;Japan;6;France;1
World Cup 2015;MO;05/02/15;10:00;Field 6;Division;Gold;8;xx;Fiji;6;Samoa;2
World Cup 2015;MO;05/02/15;10:30;Field 4;Division;Silver;8;xx;Cook Islands;8;Scotland;1
World Cup 2015;MO;05/02/15;10:30;Field 5;Division;Silver;8;xx;United States;5;Malaysia;1
World Cup 2015;MO;05/02/15;10:30;Field 6;Division;Silver;8;xx;England;4;Singapore;3
World Cup 2015;MO;05/02/15;10:30;Field 17;Division;Silver;8;xx;Wales;2;Ireland;1
World Cup 2015;MO;05/02/15;12:00;Field 3;Division;Gold;8;xx;Australia;6;Papua New Guinea;1
World Cup 2015;MO;05/02/15;12:00;Field 5;Division;Gold;8;xx;South Africa;7;Japan;3
World Cup 2015;MO;05/02/15;12:00;Field 11;Division;Gold;8;xx;New Zealand;6;Samoa;2
World Cup 2015;MO;05/02/15;12:00;Field 16;Division;Gold;8;xx;Fiji;6;France;0
World Cup 2015;MO;05/02/15;12:30;Field 4;Division;Silver;8;xx;Wales;4;Malaysia;3
World Cup 2015;MO;05/02/15;12:30;Field 9;Division;Silver;8;xx;Cook Islands;8;Singapore;2
World Cup 2015;MO;05/02/15;12:30;Field 12;Division;Silver;8;xx;Scotland;8;Ireland;1
World Cup 2015;MO;05/02/15;12:30;Field 13;Division;Silver;8;xx;England;5;United States;2
World Cup 2015;MO;05/02/15;14:00;Field 3;Division;Gold;8;xx;New Zealand;9;Fiji;1
World Cup 2015;MO;05/02/15;14:00;Field 4;Division;Gold;8;xx;Samoa;2;Papua New Guinea;6
World Cup 2015;MO;05/02/15;14:00;Field 11;Division;Gold;8;xx;South Africa;6;France;1
World Cup 2015;MO;05/02/15;14:00;Field 13;Division;Gold;8;xx;Australia;12;Japan;0
World Cup 2015;MO;05/02/15;16:30;Field 3;Division;Silver;8;xx;Scotland;1;Wales;3
World Cup 2015;MO;05/02/15;16:30;Field 4;Division;Silver;8;xx;England;6;Malaysia;0
World Cup 2015;MO;05/02/15;16:30;Field 15;Division;Silver;8;xx;Ireland;3;Singapore;6
World Cup 2015;MO;05/02/15;16:30;Field 16;Division;Silver;8;xx;Cook Islands;7;United States;5
World Cup 2015;MO;05/02/15;17:00;Field 2;Division;Gold;8;xx;Fiji;4;Papua New Guinea;5
World Cup 2015;MO;05/02/15;17:00;Field 5;Division;Gold;8;xx;Australia;8;South Africa;0
World Cup 2015;MO;05/02/15;17:00;Field 10;Division;Gold;8;xx;New Zealand;7;France;0
World Cup 2015;MO;05/02/15;17:00;Field 11;Division;Gold;8;xx;Japan;6;Samoa;1
World Cup 2015;MO;05/02/15;18:30;Field 5;Division;Silver;8;xx;Cook Islands;5;England;1
World Cup 2015;MO;05/02/15;18:30;Field 6;Division;Silver;8;xx;Wales;2;Singapore;5
World Cup 2015;MO;05/02/15;18:30;Field 8;Division;Silver;8;xx;United States;5;Ireland;1
World Cup 2015;MO;05/02/15;18:30;Field 9;Division;Silver;8;xx;Scotland;2;Malaysia;2
World Cup 2015;MO;05/03/15;08:00;Field 6;Thirteenth position;Gold;2;xx;Wales;4;Scotland;8
World Cup 2015;MO;05/03/15;08:00;Field 14;Fifteenth position;Gold;2;xx;Ireland;5;Malaysia;3
World Cup 2015;MO;05/03/15;08:00;Field 15;Seventh position;Gold;2;xx;Samoa;7;France;6
World Cup 2015;MO;05/03/15;12:30;Field 3;Fifth position;Gold;2;xx;Japan;5;Fiji;3
World Cup 2015;MO;05/03/15;12:30;Field 4;Eleventh position;Gold;2;xx;United States;9;Singapore;7
World Cup 2015;MO;05/03/15;13:40;Field 3;Ninth position;Gold;2;xx;Cook Islands;6;England;4
World Cup 2015;MO;05/03/15;14:50;Field 2;Third position;Gold;2;xx;South Africa;7;Papua New Guinea;8
World Cup 2015;MO;05/03/15;18:40;Field 1;Final;Gold;2;xx;Australia;11;New Zealand;2
